WH_capacity_size,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,wh_age,Location_Urban,Zone_North,Zone_South,Zone_West,Regional_Zone_Zone 2,Regional_Zone_Zone 3,Regional_Zone_Zone 4,Regional_Zone_Zone 5,Regional_Zone_Zone 6,Owner_Type_Company Owned,Owner_Type_Rented
1,7,0,2,5733,69,0,0,0,124,20.0,24,0,4,6,9,28123,24.0,0,0,0,1,0,0,0,0,1,0,1
1,3,0,2,5494,41,0,0,0,199,23.0,25,0,5,2,8,34072,19.0,0,0,0,1,0,0,0,0,1,1,0
2,8,0,3,5823,38,0,0,1,66,26.0,14,1,1,5,27,18085,14.0,0,1,0,0,0,1,0,0,0,1,0
2,7,0,3,5371,64,0,0,1,219,41.0,26,0,5,4,11,32142,14.0,0,0,0,1,0,0,1,0,0,1,0
3,1,0,3,6269,24,0,0,1,67,43.0,30,0,1,4,10,41111,14.0,0,0,0,1,0,0,0,1,0,1,0
3,5,2,4,5536,42,0,0,1,129,29.0,11,0,2,5,23,14117,14.0,0,1,0,0,0,0,0,0,1,1,0
3,4,1,2,4347,60,0,0,0,131,14.0,22,1,2,6,10,30140,16.0,0,0,1,0,0,0,0,1,0,0,1
3,7,3,3,5157,65,0,0,1,101,35.0,24,0,3,6,6,27136,14.0,0,1,0,0,0,0,0,0,1,0,1
2,3,0,2,4908,16,0,0,0,258,19.0,18,1,4,5,32,24136,13.0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,5,5546,42,0,0,0,186,17.0,28,0,2,5,8,36149,14.0,0,0,0,1,0,0,0,0,1,0,1
3,7,0,2,5746,28,0,0,1,156,28.0,17,0,5,3,6,24082,9.0,1,1,0,0,0,0,0,0,1,1,0
3,1,0,3,8730,23,0,0,0,270,35.0,17,1,1,6,23,25113,14.0,0,0,0,1,0,0,0,0,1,0,1
3,7,2,2,3891,64,0,0,1,241,29.0,15,0,3,1,23,19122,9.0,0,1,0,0,0,0,0,0,1,0,1
3,2,0,3,4403,36,0,0,1,245,44.0,31,0,5,6,28,42108,14.0,0,1,0,0,0,0,0,0,1,0,1
2,3,0,5,4180,41,0,0,1,100,19.0,27,1,1,4,26,38129,21.0,0,0,0,1,0,0,1,0,0,1,0
3,7,1,3,3862,27,0,0,1,69,28.0,20,0,3,6,29,24097,6.0,0,0,1,0,0,0,0,0,1,0,1
2,2,0,1,6117,23,0,0,1,168,24.0,20,0,3,2,27,24129,14.0,0,0,1,0,0,1,0,0,0,0,1
2,1,1,2,5133,27,0,0,1,222,23.0,23,0,3,2,27,27081,14.0,0,1,0,0,0,1,0,0,0,1,0
3,2,0,4,4451,43,1,1,1,72,31.0,19,1,2,5,25,27120,14.0,0,0,0,1,0,0,0,1,0,1,0
3,3,0,4,5265,62,0,0,1,223,28.0,6,0,4,2,28,7092,3.0,0,1,0,0,0,0,0,0,1,1,0
3,3,4,3,7286,23,0,0,1,161,44.0,19,0,2,6,6,24064,14.0,1,0,0,1,0,0,0,0,1,0,1
3,7,1,3,3450,55,1,0,1,75,39.0,14,0,2,2,17,17135,14.0,1,1,0,0,0,0,0,1,0,0,1
2,8,0,4,4430,68,1,0,1,227,55.0,26,1,2,2,22,33096,26.0,0,1,0,0,1,0,0,0,0,1,0
1,2,0,2,5663,67,0,0,1,68,24.0,15,0,5,6,15,20144,14.0,1,0,1,0,0,0,0,0,1,0,1
3,8,0,2,5583,38,0,0,0,68,32.0,39,0,2,6,29,53110,19.0,0,1,0,0,0,0,0,0,1,1,0
1,3,0,4,6656,43,0,0,1,194,25.0,25,0,5,3,2,31078,23.0,0,0,0,1,0,0,0,0,1,1,0
1,6,2,2,5184,40,0,0,1,205,34.0,9,1,3,5,21,10134,14.0,1,0,1,0,0,0,0,0,0,0,1
3,5,0,4,5665,68,0,0,1,111,26.0,17,1,5,5,14,22121,23.0,0,1,0,0,0,0,0,1,0,0,1
3,0,2,3,4684,49,0,0,0,214,25.0,26,0,5,3,28,34062,14.0,0,1,0,0,0,0,0,0,1,0,1
3,7,0,4,3709,25,0,0,1,85,28.0,24,1,5,5,5,34087,26.0,0,1,0,0,0,0,0,1,0,1,0
2,7,0,2,4453,50,0,0,0,115,35.0,25,1,1,4,19,32055,17.0,0,0,1,0,0,1,0,0,0,1,0
1,1,0,2,4817,40,0,0,1,111,35.0,4,1,5,3,21,5139,14.0,0,0,1,0,0,0,0,0,0,1,0
1,7,0,2,5057,25,0,0,1,209,48.0,36,1,1,2,21,50073,20.0,0,1,0,0,0,0,0,0,0,1,0
1,6,0,3,8077,25,0,0,0,60,16.0,4,1,5,2,30,6104,2.0,0,0,0,1,0,0,0,0,0,0,1
3,6,0,2,4452,18,0,1,1,109,25.0,33,1,1,6,10,46055,20.0,0,0,0,1,0,0,0,1,0,1,0
1,6,1,4,4416,33,0,0,1,215,40.0,14,0,3,3,21,16114,20.0,0,1,0,0,0,0,0,0,0,1,0
2,3,0,4,4880,28,0,0,1,249,46.0,25,0,4,3,26,31092,17.0,0,0,0,1,0,0,1,0,0,1,0
3,5,0,5,3285,62,0,0,1,61,33.0,27,0,4,2,14,32085,25.0,0,0,0,1,0,0,0,1,0,0,1
3,4,0,2,5882,45,0,0,0,205,27.0,16,0,5,3,23,20063,14.0,0,0,1,0,0,0,0,0,1,1,0
3,1,4,7,3870,19,0,0,0,171,18.0,4,0,5,3,25,5099,14.0,0,0,0,1,0,0,0,1,0,0,1
2,3,0,2,4722,18,0,0,0,143,20.0,32,1,3,5,19,42068,25.0,0,0,0,1,0,1,0,0,0,0,1
1,8,0,2,6786,63,0,0,1,141,34.0,25,0,2,5,30,33112,21.0,0,0,0,1,0,0,0,0,0,1,0
3,6,0,2,4729,59,1,0,0,90,54.0,13,0,2,3,10,16073,10.0,0,1,0,0,0,0,0,1,0,1,0
2,4,2,2,4846,24,0,0,0,246,22.0,14,0,3,3,26,17056,14.0,0,0,1,0,0,0,1,0,0,1,0
2,2,1,3,3604,41,1,0,1,208,44.0,32,0,4,5,19,39138,14.0,0,0,1,0,0,1,0,0,0,1,0
1,8,0,2,4346,40,0,0,0,248,29.0,25,1,1,5,13,32107,21.0,0,1,0,0,0,0,0,0,1,1,0
2,6,0,1,6107,36,0,0,1,104,35.0,25,0,3,5,26,30129,17.0,0,0,1,0,0,0,1,0,0,0,1
3,5,2,4,4539,67,0,0,0,224,28.0,26,1,1,6,25,34108,14.0,0,0,0,1,0,0,0,1,0,0,1
1,6,1,2,3577,54,0,0,0,159,20.0,12,0,5,5,21,15069,7.0,0,0,1,0,0,0,0,0,0,0,1
3,3,2,4,3793,41,0,0,1,233,29.0,9,1,4,2,10,11088,14.0,0,0,0,1,0,0,0,1,0,1,0
3,0,0,6,3328,54,0,0,1,193,22.0,26,0,5,6,23,34132,14.0,0,1,0,0,0,0,0,0,1,1,0
1,0,0,3,5129,39,0,0,1,114,32.0,6,0,2,2,3,9142,14.0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,3,4020,33,0,0,1,117,30.0,25,0,1,5,13,33141,14.0,0,1,0,0,0,0,0,0,1,0,1
3,4,0,2,5783,22,0,0,1,238,22.0,20,0,2,3,24,26093,15.0,0,1,0,0,0,0,0,1,0,0,1
2,8,2,1,4109,35,0,0,1,239,47.0,0,0,6,0,26,3089,14.0,0,1,0,0,0,0,1,0,0,0,1
1,0,1,2,5117,31,0,0,0,195,28.0,5,0,4,2,21,6131,14.0,0,0,1,0,0,0,0,0,0,1,0
2,8,0,4,6119,50,0,1,1,263,26.0,31,0,4,4,27,39085,18.0,0,1,0,0,0,1,0,0,0,0,1
2,6,0,4,4185,58,0,0,1,210,30.0,20,0,5,1,26,27115,12.0,0,0,0,1,0,0,1,0,0,1,0
3,1,0,7,5931,59,0,0,1,91,27.0,11,0,1,2,14,15126,14.0,0,0,0,0,0,0,0,1,0,1,0
1,8,3,4,3821,41,0,0,0,160,29.0,6,1,1,1,3,9079,14.0,0,1,0,0,0,0,0,0,0,0,1
3,8,3,4,4536,26,0,0,1,204,48.0,12,0,2,5,14,16090,9.0,0,0,0,1,0,0,0,1,0,1,0
3,1,0,2,4552,65,0,0,1,81,42.0,5,0,4,2,14,6097,14.0,0,0,1,0,0,0,0,1,0,0,1
2,6,0,5,4926,50,0,0,0,208,34.0,27,0,3,3,27,34122,18.0,0,0,0,1,0,1,0,0,0,0,1
3,7,1,3,3206,54,0,0,1,254,28.0,17,0,2,6,17,22064,12.0,0,1,0,0,0,0,0,1,0,0,1
3,6,0,2,3480,70,1,0,0,176,28.0,0,0,6,0,10,8146,0.0,0,1,0,0,0,0,0,1,0,0,1
2,5,0,3,5134,27,0,0,0,133,23.0,38,1,2,2,1,54105,18.0,0,1,0,0,1,0,0,0,0,0,1
1,6,0,2,5233,42,0,0,1,145,30.0,29,0,2,5,3,38058,21.0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,4,5811,69,0,0,1,128,25.0,16,0,4,5,26,19091,14.0,0,0,0,1,0,0,1,0,0,1,0
2,4,3,2,7341,16,0,0,1,170,21.0,11,0,2,2,26,14100,6.0,0,1,0,0,0,0,1,0,0,1,0
2,4,0,2,5509,52,0,0,1,158,24.0,4,0,3,1,26,4071,3.0,0,0,0,1,0,0,1,0,0,1,0
3,5,0,2,4807,49,1,1,1,254,28.0,24,0,3,2,10,27112,25.0,0,0,1,0,0,0,0,1,0,1,0
1,6,0,4,6031,19,0,0,1,125,31.0,32,1,4,6,30,41073,20.0,0,0,0,1,0,0,0,0,0,1,0
1,3,0,2,4386,21,0,0,1,204,44.0,6,1,4,1,15,8123,5.0,0,0,1,0,0,0,0,0,1,0,1
1,8,0,2,7062,47,0,0,1,210,28.0,20,0,4,3,21,23148,14.0,0,0,1,0,0,0,0,0,0,0,1
3,7,0,3,2814,37,0,0,0,115,42.0,35,0,3,3,14,44147,26.0,0,0,1,0,0,0,0,1,0,1,0
3,6,1,2,4507,42,0,0,1,150,44.0,27,0,5,3,14,33115,14.0,0,1,0,0,0,0,0,1,0,1,0
2,7,3,2,5304,18,0,0,1,116,22.0,19,1,3,5,26,23079,14.0,0,0,0,1,0,0,1,0,0,0,1
1,7,0,3,4977,49,1,0,1,102,30.0,17,0,3,2,9,22101,8.0,0,0,1,0,0,0,0,0,1,1,0
2,4,3,2,4575,43,0,1,1,140,39.0,6,1,5,3,12,8098,14.0,0,1,0,0,1,0,0,0,0,1,0
2,2,0,6,3773,36,0,0,1,264,36.0,4,0,5,1,26,5057,14.0,0,1,0,0,0,0,1,0,0,0,1
3,3,2,2,4858,62,0,0,0,159,24.0,13,1,2,2,10,17074,14.0,0,0,1,0,0,0,0,1,0,1,0
2,0,2,3,7056,66,1,0,1,209,34.0,29,0,4,5,12,34082,14.0,0,1,0,0,1,0,0,0,0,1,0
3,8,1,4,5116,23,1,0,1,97,39.0,7,0,5,3,29,9083,5.0,0,1,0,0,0,0,0,0,1,1,0
1,4,0,2,5248,20,0,0,1,238,25.0,5,0,5,1,15,7138,3.0,0,0,1,0,0,0,0,0,1,1,0
3,0,1,5,5296,38,0,0,0,178,18.0,11,0,4,4,23,13133,14.0,0,1,0,0,0,0,0,0,1,0,1
3,4,0,2,4301,29,0,0,0,154,31.0,10,0,2,2,10,14063,6.0,0,0,0,1,0,0,0,1,0,0,1
1,2,0,4,5474,34,0,0,0,169,22.0,19,1,4,6,9,25092,14.0,0,1,0,0,0,0,0,0,1,1,0
2,3,0,2,4023,45,0,0,0,168,21.0,11,1,5,3,32,15108,3.0,0,0,1,0,1,0,0,0,0,0,1
3,8,0,4,5080,51,0,0,1,66,40.0,35,1,3,5,14,45142,23.0,0,1,0,0,0,0,0,1,0,1,0
2,8,1,2,4834,24,1,0,1,240,31.0,23,0,5,6,18,28076,14.0,0,1,0,0,1,0,0,0,0,1,0
3,3,0,4,4988,15,0,0,0,79,22.0,37,0,4,6,14,46100,21.0,0,0,0,1,0,0,0,1,0,1,0
2,8,0,2,4611,47,0,0,0,255,15.0,5,0,4,6,26,6133,6.0,0,0,1,0,0,0,1,0,0,0,1
2,4,0,4,5057,61,0,0,0,205,20.0,22,0,3,6,26,27055,19.0,0,0,0,1,0,0,1,0,0,0,1
3,6,0,2,5966,68,0,0,0,192,20.0,15,0,5,5,14,21086,13.0,0,0,1,0,0,0,0,1,0,0,1
2,7,1,2,4587,59,0,0,0,108,19.0,37,1,1,6,19,50089,18.0,0,0,1,0,0,1,0,0,0,0,1
2,8,1,4,4843,39,0,0,1,74,72.0,17,1,3,1,26,20083,8.0,0,1,0,0,0,0,1,0,0,1,0
3,7,0,2,4492,18,0,0,1,136,29.0,18,0,5,2,29,23069,16.0,0,1,0,0,0,0,0,0,1,1,0
3,5,0,2,5023,57,0,0,1,207,37.0,18,0,5,6,4,24081,11.0,0,1,0,0,0,0,0,0,1,1,0
2,0,0,4,4353,30,0,0,1,119,33.0,14,0,1,5,11,19145,14.0,0,0,0,1,0,0,1,0,0,1,0
1,7,0,3,6722,68,0,0,0,174,17.0,25,1,5,6,15,35132,19.0,0,0,0,1,0,0,0,0,1,0,1
3,3,0,1,5674,15,0,0,0,111,35.0,16,0,3,4,28,19098,13.0,0,1,0,0,0,0,0,0,1,1,0
2,8,0,5,3861,62,0,0,1,171,29.0,18,0,3,5,19,21143,14.0,0,0,0,1,0,1,0,0,0,1,0
3,1,0,4,5528,40,0,0,1,115,45.0,20,0,5,6,17,27085,14.0,0,1,0,0,0,0,0,1,0,0,1
2,7,2,2,4467,57,0,0,0,247,26.0,22,1,1,2,27,29150,14.0,0,0,1,0,0,1,0,0,0,1,0
2,5,0,3,4384,15,0,0,0,183,22.0,17,1,4,5,26,20106,15.0,0,0,0,1,0,0,1,0,0,0,1
2,5,0,2,8297,53,0,0,0,96,23.0,15,0,2,4,1,19113,14.0,0,0,1,0,1,0,0,0,0,0,1
3,6,0,2,5150,33,0,0,1,269,23.0,15,0,3,5,23,19108,12.0,0,0,0,1,0,0,0,0,1,0,1
3,1,0,3,5711,37,1,0,1,141,43.0,17,0,1,1,23,24090,14.0,0,1,0,0,0,0,0,0,1,1,0
2,7,0,2,4349,19,1,1,1,132,31.0,15,0,4,5,19,17117,21.0,0,0,0,1,0,1,0,0,0,1,0
2,7,0,4,5275,44,0,0,0,99,21.0,22,1,1,2,26,31073,24.0,0,1,0,0,0,0,1,0,0,0,1
3,3,3,4,7553,51,0,0,0,98,15.0,23,1,4,5,28,28093,25.0,0,1,0,0,0,0,0,0,1,0,1
2,1,2,6,4674,66,1,0,1,114,37.0,11,0,1,4,12,16149,14.0,0,0,0,1,1,0,0,0,0,1,0
3,3,3,3,4786,62,0,0,1,58,22.0,24,1,4,2,29,28141,26.0,0,0,1,0,0,0,0,0,1,0,1
1,7,1,4,9295,52,0,0,1,107,43.0,14,1,1,6,15,19085,25.0,0,0,0,1,0,0,0,0,1,0,1
3,4,1,3,4866,21,0,0,1,83,31.0,28,0,5,3,28,37129,18.0,0,1,0,0,0,0,0,0,1,1,0
3,1,0,2,5871,24,0,0,1,241,34.0,11,0,2,2,29,16147,14.0,0,0,1,0,0,0,0,0,1,0,1
3,5,0,4,5546,45,0,0,0,203,25.0,23,0,3,4,23,29058,19.0,0,0,0,1,0,0,0,0,1,0,1
1,5,2,3,6222,66,0,0,1,140,26.0,9,0,4,5,15,10148,5.0,0,0,0,1,0,0,0,0,1,0,1
2,4,0,2,5107,46,0,0,1,208,31.0,36,1,5,6,26,51129,23.0,0,1,0,0,0,0,1,0,0,0,1
2,5,0,4,5184,22,0,1,1,207,34.0,11,1,1,2,12,15091,8.0,0,0,0,1,1,0,0,0,0,0,1
3,5,1,3,3729,19,0,0,0,143,27.0,23,1,3,4,24,27135,19.0,0,1,0,0,0,0,0,1,0,1,0
3,1,0,3,3657,25,0,0,1,100,64.0,8,0,5,1,6,11108,14.0,0,0,0,1,0,0,0,0,1,1,0
1,4,0,3,6618,67,1,0,1,220,37.0,16,0,2,6,13,22103,13.0,0,1,0,0,0,0,0,0,1,0,1
3,7,3,3,4701,29,0,0,1,224,30.0,19,0,4,2,23,22151,11.0,0,1,0,0,0,0,0,0,1,0,1
2,7,0,3,5155,26,0,1,1,126,24.0,34,1,1,4,12,48112,20.0,0,1,0,0,1,0,0,0,0,1,0
3,4,3,2,3907,60,1,0,1,70,28.0,15,0,3,5,10,17111,14.0,0,0,1,0,0,0,0,1,0,0,1
2,8,2,5,4446,52,0,0,0,256,24.0,27,0,4,6,26,32134,19.0,0,0,0,1,0,0,1,0,0,0,1
3,7,0,2,7617,40,0,0,0,152,23.0,21,0,3,5,23,27146,16.0,0,1,0,0,0,0,0,0,1,1,0
2,0,2,3,4942,19,0,0,0,185,26.0,22,0,3,5,27,26094,14.0,0,1,0,0,0,1,0,0,0,1,0
2,3,0,2,5320,19,0,0,0,204,24.0,32,1,2,2,26,42138,24.0,0,0,0,1,0,0,1,0,0,0,1
3,8,1,2,4670,35,0,0,0,264,26.0,11,0,5,1,24,14143,14.0,0,1,0,0,0,0,0,1,0,1,0
2,0,0,4,3305,19,0,0,0,139,25.0,13,0,3,2,26,15131,14.0,0,0,0,1,0,0,1,0,0,0,1
3,4,0,3,4565,21,0,0,1,199,38.0,9,0,5,2,23,12088,4.0,0,0,0,1,0,0,0,0,1,1,0
3,3,1,2,4971,31,0,0,1,198,35.0,38,1,1,2,29,50130,20.0,0,0,1,0,0,0,0,0,1,0,1
3,7,2,2,5974,50,0,0,0,68,21.0,5,1,4,2,25,6131,1.0,0,0,1,0,0,0,0,1,0,0,1
1,3,0,3,4795,24,0,0,1,202,21.0,23,0,3,5,21,29075,12.0,0,0,0,1,0,0,0,0,0,0,1
3,1,0,4,5895,18,0,0,1,217,25.0,27,0,5,4,29,35073,14.0,0,1,0,0,0,0,0,0,1,1,0
3,8,2,4,4395,23,0,0,0,76,22.0,29,0,4,4,23,35138,18.0,0,1,0,0,0,0,0,0,1,1,0
2,4,0,3,5308,51,0,0,1,265,22.0,15,0,5,6,27,21079,10.0,0,1,0,0,0,1,0,0,0,1,0
2,7,1,6,3985,17,1,0,1,134,25.0,5,1,2,1,11,8144,4.0,0,0,0,1,0,0,1,0,0,1,0
1,1,0,3,5832,30,0,0,1,223,53.0,17,0,2,3,16,22139,14.0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,4,5438,31,0,0,0,70,18.0,17,0,2,3,27,23109,14.0,0,1,0,0,0,1,0,0,0,0,1
3,4,0,3,6380,68,0,0,1,236,38.0,5,1,4,4,29,6099,6.0,0,0,1,0,0,0,0,0,1,0,1
2,3,0,5,5240,58,0,0,1,64,48.0,22,1,4,5,11,26110,25.0,0,0,0,1,0,0,1,0,0,0,1
3,5,2,2,5062,45,0,1,1,182,28.0,13,0,3,6,17,15149,8.0,0,1,0,0,0,0,0,1,0,1,0
3,5,1,1,4561,63,1,0,1,82,36.0,23,0,2,3,28,29074,18.0,0,1,0,0,0,0,0,0,1,1,0
2,8,0,4,5876,21,1,0,0,112,29.0,18,1,4,3,26,24058,16.0,1,1,0,0,0,0,1,0,0,1,0
3,2,1,3,7569,53,0,0,1,80,27.0,7,0,3,4,29,8062,14.0,0,1,0,0,0,0,0,0,1,1,0
3,1,0,2,4635,43,0,0,1,101,26.0,23,0,2,2,14,30136,14.0,0,1,0,0,0,0,0,1,0,1,0
1,2,2,2,7958,21,0,0,0,163,39.0,5,0,3,3,31,6085,14.0,0,1,0,0,0,0,0,0,0,1,0
3,6,0,4,5216,42,0,0,1,191,20.0,31,1,5,3,14,43079,26.0,0,0,0,1,0,0,0,1,0,0,1
2,5,0,3,5082,39,0,1,1,256,33.0,17,1,4,1,26,22128,12.0,0,1,0,0,0,0,1,0,0,1,0
3,6,0,4,4939,18,0,0,0,174,26.0,9,0,5,2,28,11134,11.0,0,1,0,0,0,0,0,0,1,1,0
2,4,2,4,4692,56,0,0,0,114,16.0,21,0,2,6,26,27068,15.0,0,0,0,1,0,0,1,0,0,0,1
3,3,0,2,4330,35,0,0,1,204,31.0,0,0,6,0,28,6098,2.0,0,1,0,0,0,0,0,0,1,1,0
2,4,0,2,3972,56,0,0,1,248,43.0,39,1,1,2,26,55066,19.0,0,0,1,0,0,0,1,0,0,1,0
2,8,0,2,4843,46,0,0,1,105,16.0,39,0,4,2,32,48151,17.0,0,0,1,0,1,0,0,0,0,0,1
3,2,0,4,5261,50,0,0,1,171,30.0,16,0,1,2,17,21061,14.0,0,1,0,0,0,0,0,1,0,1,0
2,5,0,4,7050,43,0,0,1,172,33.0,25,1,1,2,26,32070,18.0,0,0,0,1,0,0,1,0,0,1,0
2,2,0,2,3971,21,0,0,1,140,31.0,20,0,4,5,11,23080,14.0,0,0,0,1,0,0,1,0,0,1,0
3,1,0,5,4246,59,0,0,1,117,22.0,13,0,5,6,28,16132,14.0,1,1,0,0,0,0,0,0,1,0,1
3,5,3,2,5569,35,0,0,0,238,20.0,22,0,3,3,29,26107,14.0,0,0,1,0,0,0,0,0,1,0,1
1,7,0,5,4848,49,0,0,0,247,26.0,24,1,1,4,9,34086,14.0,0,0,0,1,0,0,0,0,1,1,0
3,8,0,2,3950,40,0,0,1,77,28.0,31,0,4,4,6,39126,24.0,0,1,0,0,0,0,0,0,1,1,0
3,4,0,4,3748,68,0,0,1,199,39.0,0,0,6,0,6,14111,2.0,0,1,0,0,0,0,0,0,1,1,0
3,6,1,2,5832,55,0,0,1,125,22.0,12,0,2,2,10,15101,14.0,0,0,0,1,0,0,0,1,0,1,0
3,5,2,4,4741,42,0,0,1,193,33.0,24,1,1,3,23,31071,18.0,1,1,0,0,0,0,0,0,1,0,1
3,5,1,4,7409,21,0,0,1,134,37.0,7,0,5,4,17,9130,14.0,0,1,0,0,0,0,0,1,0,1,0
1,1,3,3,4007,49,0,0,0,77,31.0,18,0,3,5,13,21106,14.0,0,1,0,0,0,0,0,0,1,1,0
3,8,0,3,5322,57,0,0,1,247,28.0,18,0,2,3,10,23069,11.0,0,0,0,1,0,0,0,1,0,0,1
2,2,3,4,3678,67,0,0,1,72,27.0,4,0,2,1,12,5073,14.0,0,0,0,1,1,0,0,0,0,1,0
3,4,0,2,5645,20,1,0,1,179,27.0,15,1,4,2,28,18138,15.0,1,1,0,0,0,0,0,0,1,1,0
3,5,3,2,3861,20,0,0,1,242,31.0,4,0,2,3,28,6147,14.0,0,1,0,0,0,0,0,0,1,0,1
2,4,0,4,3858,69,0,0,1,243,29.0,25,0,2,4,19,31081,20.0,0,0,0,1,0,1,0,0,0,1,0
3,3,4,4,3646,42,0,0,0,117,28.0,25,1,4,5,23,29131,20.0,0,0,0,1,0,0,0,0,1,0,1
3,3,1,2,5809,33,0,0,1,212,40.0,13,0,4,3,24,15057,14.0,0,1,0,0,0,0,0,1,0,1,0
3,6,3,2,4603,38,0,0,0,86,21.0,19,0,4,3,10,22142,14.0,1,0,1,0,0,0,0,1,0,1,0
1,1,2,2,4098,24,0,0,0,174,14.0,22,0,5,2,16,28075,14.0,0,0,1,0,0,0,0,0,0,0,1
3,2,0,4,3991,22,0,1,1,263,34.0,4,0,2,1,14,6104,14.0,0,0,0,1,0,0,0,1,0,1,0
2,6,0,2,3854,55,0,1,1,89,29.0,14,0,5,2,12,19135,11.0,0,1,0,0,1,0,0,0,0,1,0
1,3,2,3,7201,58,0,0,1,87,24.0,15,1,4,5,15,18141,14.0,0,1,0,0,0,0,0,0,1,0,1
1,5,0,2,4399,52,0,0,0,170,21.0,4,1,5,3,13,5089,3.0,0,1,0,0,0,0,0,0,1,1,0
1,6,0,4,3125,24,0,0,0,227,20.0,12,0,2,1,9,18129,4.0,0,0,1,0,0,0,0,0,1,0,1
3,0,0,3,4929,32,0,0,1,256,33.0,36,0,3,6,23,44128,14.0,0,1,0,0,0,0,0,0,1,0,1
1,6,2,4,5548,21,0,0,1,173,29.0,21,0,5,6,30,28107,13.0,0,0,0,1,0,0,0,0,0,0,1
1,7,2,3,4100,35,0,0,1,179,33.0,25,1,2,3,9,33149,14.0,0,0,0,1,0,0,0,0,1,0,1
3,0,1,3,5770,23,0,0,1,204,35.0,18,0,2,5,24,24065,14.0,0,0,0,1,0,0,0,1,0,1,0
2,6,3,4,5077,59,0,0,0,266,21.0,16,0,2,5,12,21123,14.0,0,0,0,1,1,0,0,0,0,0,1
3,2,0,4,5816,56,0,0,0,210,23.0,19,0,1,6,10,26109,14.0,0,0,0,1,0,0,0,1,0,0,1
2,3,0,2,3931,28,0,0,1,115,21.0,24,0,2,4,22,30097,23.0,0,0,1,0,1,0,0,0,0,1,0
2,2,0,5,5438,52,1,0,1,192,33.0,18,0,4,5,32,20078,14.0,0,0,1,0,1,0,0,0,0,1,0
3,1,2,6,6281,30,0,0,1,268,40.0,6,0,5,2,14,7092,14.0,0,0,0,0,0,0,0,1,0,1,0
2,6,1,2,5235,32,0,0,1,240,26.0,6,1,3,6,1,7111,7.0,0,0,1,0,1,0,0,0,0,1,0
3,7,0,3,5711,44,0,0,1,83,27.0,21,1,1,1,28,29057,10.0,1,1,0,0,0,0,0,0,1,1,0
3,5,0,4,3845,68,0,0,0,97,16.0,19,1,1,4,23,24066,15.0,0,1,0,0,0,0,0,0,1,0,1
2,3,0,2,4712,62,0,0,1,116,32.0,4,0,2,3,22,5068,2.0,0,1,0,0,1,0,0,0,0,1,0
1,4,0,5,4663,37,0,0,1,170,30.0,11,1,1,5,15,15106,9.0,0,0,0,1,0,0,0,0,1,1,0
2,6,5,4,4618,49,0,0,1,208,25.0,0,0,6,0,19,3109,14.0,0,0,0,1,0,1,0,0,0,1,0
2,7,5,2,5485,47,0,0,1,92,33.0,16,0,3,5,26,18135,14.0,0,0,0,1,0,0,1,0,0,0,1
3,5,3,3,4197,36,0,0,0,119,28.0,9,1,2,5,23,13108,10.0,0,0,0,1,0,0,0,0,1,0,1
2,3,0,2,4942,57,0,1,0,221,29.0,11,1,3,1,32,15122,5.0,0,0,1,0,1,0,0,0,0,0,1
2,8,1,2,5559,44,0,0,1,235,35.0,22,0,2,6,32,28135,14.0,0,0,1,0,1,0,0,0,0,1,0
2,3,0,2,5335,44,0,0,1,159,27.0,10,0,3,3,26,12115,6.0,0,0,0,1,0,0,1,0,0,0,1
3,7,2,3,8487,16,0,0,0,239,21.0,23,0,4,4,23,27087,22.0,0,1,0,0,0,0,0,0,1,0,1
3,3,0,4,3266,69,0,0,1,106,33.0,34,1,5,6,6,45136,18.0,0,0,0,1,0,0,0,0,1,0,1
3,0,0,3,4520,54,0,0,1,174,23.0,0,0,6,0,28,3101,14.0,0,1,0,0,0,0,0,0,1,1,0
2,7,0,6,6049,47,1,0,0,265,54.0,12,0,4,6,19,14129,9.0,0,0,0,1,0,1,0,0,0,1,0
3,7,1,3,3788,21,0,0,1,230,38.0,6,1,5,2,28,8092,14.0,0,1,0,0,0,0,0,0,1,0,1
3,8,1,2,4300,32,1,0,1,238,20.0,12,0,4,6,29,14064,14.0,0,1,0,0,0,0,0,0,1,1,0
3,4,0,4,6532,37,0,0,1,173,23.0,6,0,3,5,28,7089,6.0,0,1,0,0,0,0,0,0,1,1,0
2,6,0,4,5047,60,0,0,0,132,22.0,20,1,4,2,26,23143,12.0,0,0,1,0,0,0,1,0,0,1,0
3,4,4,3,4456,33,0,0,0,92,23.0,15,1,1,5,10,19102,14.0,0,1,0,0,0,0,0,1,0,0,1
1,5,0,2,5185,64,0,0,1,151,25.0,15,0,4,2,30,17077,14.0,0,1,0,0,0,0,0,0,0,1,0
1,3,1,4,5160,39,1,1,1,167,35.0,32,0,2,3,16,42078,22.0,1,1,0,0,0,0,0,0,0,1,0
